CODE,ISOLATE_ID,ORIGINAL_SPECIES,REGION,SITE,ENVIRONMENT,SAMPLING_SOURCE,NATIONAL_SITE,LOCAL_SITE,REPLICATE,COLONY,ESBL,SOURCE_FILE,AM,AMC,AMI,AN,C,CF,CFA,CFO,CFT,CFV,CN,CPD,CPT,CTF,CTX,CZA,DO,ENR,FT,GEN,GM,IME,IPM,MAR,MRB,N,PRA,SXT,TE,SCORED_RESISTANCE,NUM_ANTIBIOTICS_TESTED,MAR_INDEX
EC_OLFBR3C13,Klebsiella pneumoniae,,Region VIII - Eastern Visayas,LARRAZABAL,Fish,Fish Banak,Ormoc,Larrazabal,3.0,13.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-LARRAZABAL.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,1,22,0.0455
EC_OLFBR3C14,Escherichia coli,,Region VIII - Eastern Visayas,LARRAZABAL,Fish,Fish Banak,Ormoc,Larrazabal,3.0,14.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-LARRAZABAL.csv,S,S,,S,S,S,,,,,,S,,,,S,,,S,,S,,S,,S,S,S,S,S,0,15,0.0000
EC_OLFBR3C15,Escherichia coli,,Region VIII - Eastern Visayas,LARRAZABAL,Fish,Fish Banak,Ormoc,Larrazabal,3.0,15.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-LARRAZABAL.csv,S,S,,S,S,S,,S,,,,S,,,S,S,,,S,,S,,S,,S,S,S,S,S,0,17,0.0000
SALOLFBR3C5,Salmonella species,,Region VIII - Eastern Visayas,LARRAZABAL,Fish,Fish Banak,S,Alegria,3.0,5.0,,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-LARRAZABAL.csv,S,S,,R,S,R,,S,S,,R,S,S,,S,S,I,S,S,,R,,S,,S,S,S,S,S,4,22,0.1818
SGOLFBR2C1,Escherichia coli,,Region VIII - Eastern Visayas,LARRAZABAL,Fish,Fish Banak,S,Gabriel,2.0,1.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-LARRAZABAL.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,R,S,S,,S,,S,,S,S,S,R,R,4,22,0.1818
SGOLFBR2C2,Escherichia coli,,Region VIII - Eastern Visayas,LARRAZABAL,Fish,Fish Banak,S,Gabriel,2.0,2.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-LARRAZABAL.csv,S,S,,S,S,S,,S,S,,S,S,S,,S,S,R,S,I,,S,,S,,S,S,S,S,R,2,22,0.0909
SGOLFBR2C5,Escherichia coli,,Region VIII - Eastern Visayas,LARRAZABAL,Fish,Fish Banak,S,Gabriel,2.0,5.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-LARRAZABAL.csv,R,S,,S,S,S,,S,S,,R,S,S,,S,S,R,S,I,,S,,S,,S,S,S,S,R,4,22,0.1818
VCOLFBR2C1,Enterobacter cloacae,,Region VIII - Eastern Visayas,LARRAZABAL,Fish,Fish Banak,V,C,2.0,1.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-LARRAZABAL.csv,,R,,S,I,R,,I,S,,R,S,,,,S,S,S,S,,S,,S,,S,S,S,S,S,3,19,0.1579
EC_OLFGR1C1,Escherichia coli,,Region VIII - Eastern Visayas,LARRAZABAL,Fish,Fish Gusaw,Ormoc,Larrazabal,1.0,1.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-LARRAZABAL.csv,S,S,,S,I,S,,S,S,,S,S,S,,S,S,S,S,S,,S,,S,,S,S,S,S,S,0,22,0.0000
EC_OLFGR1C2,Escherichia coli,,Region VIII - Eastern Visayas,LARRAZABAL,Fish,Fish Gusaw,Ormoc,Larrazabal,1.0,2.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-LARRAZABAL.csv,R,S,,S,S,S,,S,S,,S,S,S,,S,S,I,S,S,,S,,S,,S,S,S,S,R,2,22,0.0909
EC_OLFGR1C8,Klebsiella pneumoniae,,Region VIII - Eastern Visayas,LARRAZABAL,Fish,Fish Gusaw,Ormoc,Larrazabal,1.0,8.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-LARRAZABAL.csv,R,S,,S,S,S,,S,,,S,S,S,,S,S,,S,S,,S,,S,,S,S,S,S,S,1,22,0.0455
EC_OLFGR1C10,Klebsiella pneumoniae,,Region VIII - Eastern Visayas,LARRAZABAL,Fish,Fish Gusaw,Ormoc,Larrazabal,1.0,10.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-LARRAZABAL.csv,R,S,,S,S,S,,,,,,S,S,,,S,,,S,,S,,S,,S,S,S,S,S,1,16,0.0625
EC_OLFGR1C14,Escherichia coli,,Region VIII - Eastern Visayas,LARRAZABAL,Fish,Fish Gusaw,Ormoc,Larrazabal,1.0,14.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-LARRAZABAL.csv,S,S,,S,S,S,,,,,,S,,,S,S,,,S,,S,,S,,S,S,S,S,S,0,16,0.0000
EC_OLFGR2C1,Klebsiella pneumoniae,,Region VIII - Eastern Visayas,LARRAZABAL,Fish,Fish Gusaw,Ormoc,Larrazabal,2.0,1.0,POS,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-LARRAZABAL.csv,R,S,,S,S,R,,R,R,,R,R,R,,,S,,,S,,S,,S,,S,S,S,R,S,8,19,0.4211
EC_OLFGR3C1,Escherichia coli,,Region VIII - Eastern Visayas,LARRAZABAL,Fish,Fish Gusaw,Ormoc,Larrazabal,3.0,1.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-LARRAZABAL.csv,R,S,,S,S,S,,S,I,,R,S,S,,S,S,S,I,S,,S,,S,,S,S,S,S,S,2,22,0.09090909091
EC_OLFGR3C8,Klebsiella pneumoniae,,Region VIII - Eastern Visayas,LARRAZABAL,Fish,Fish Gusaw,Ormoc,Larrazabal,3.0,8.0,NEG,1NET_P2-AMR_Region VIII-Eastern Visayas - Copy - LOR-LARRAZABAL.csv,R,S,,S,S,S,,S,R,,R,S,S,,S,S,S,I,S,,S,,S,,S,S,S,S,S,3,22,0.1363636364
